song,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,0
Butterfly,Crazy Town,73,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,audio_features,4BggEwLhGfrbrl7JBhC8EC,spotify:track:4BggEwLhGfrbrl7JBhC8EC,https://api.spotify.com/v1/tracks/4BggEwLhGfrbrl7JBhC8EC,https://api.spotify.com/v1/audio-analysis/4BggEwLhGfrbrl7JBhC8EC,216733,4,
Bootylicious,Destiny's Child,65,0.84,0.835,1,-4.386,0,0.275,0.00281,1.11e-06,0.152,0.637,103.376,audio_features,41nT1Sp6ChR65FbsdLlFHW,spotify:track:41nT1Sp6ChR65FbsdLlFHW,https://api.spotify.com/v1/tracks/41nT1Sp6ChR65FbsdLlFHW,https://api.spotify.com/v1/audio-analysis/41nT1Sp6ChR65FbsdLlFHW,207907,4,
Let Me Blow Ya Mind,Eve & Gwen Stefani,13,0.904,0.455,8,-5.155,0,0.0846,0.172,0,0.0443,0.852,90.028,audio_features,2EpRzT7XAKqdJAA1gOZeov,spotify:track:2EpRzT7XAKqdJAA1gOZeov,https://api.spotify.com/v1/tracks/2EpRzT7XAKqdJAA1gOZeov,https://api.spotify.com/v1/audio-analysis/2EpRzT7XAKqdJAA1gOZeov,230093,4,
I'm Real (feat. Ja Rule) - Murder Remix,Jennifer Lopez & Ja Rule,67,0.708,0.587,11,-7.93,0,0.151,0.273,0,0.0718,0.554,83.46,audio_features,6MLsahMK3VvH9NUwXOktdS,spotify:track:6MLsahMK3VvH9NUwXOktdS,https://api.spotify.com/v1/tracks/6MLsahMK3VvH9NUwXOktdS,https://api.spotify.com/v1/audio-analysis/6MLsahMK3VvH9NUwXOktdS,262133,4,
Whole Again,Atomic Kitten,67,0.747,0.706,4,-4.653,1,0.0413,0.0844,0.00355,0.174,0.567,94.019,audio_features,16MJqq0vEuW6GRX6faetTm,spotify:track:16MJqq0vEuW6GRX6faetTm,https://api.spotify.com/v1/tracks/16MJqq0vEuW6GRX6faetTm,https://api.spotify.com/v1/audio-analysis/16MJqq0vEuW6GRX6faetTm,185013,4,
I'm Like A Bird,Nelly Furtado,71,0.623,0.607,10,-5.113,1,0.0353,0.147,3.29e-06,0.227,0.614,89.654,audio_features,2aGw77pZqli064JiPuXYRi,spotify:track:2aGw77pZqli064JiPuXYRi,https://api.spotify.com/v1/tracks/2aGw77pZqli064JiPuXYRi,https://api.spotify.com/v1/audio-analysis/2aGw77pZqli064JiPuXYRi,243160,4,
Ain't It Funny (feat. Ja Rule & Cadillac Tah) - Murder Remix,Jennifer Lopez & Ja Rule & Cadillac Tah,60,0.781,0.746,8,-2.686,1,0.17,0.364,0,0.098,0.786,89.43,audio_features,5ahFyKndeg1hqfmNumL3WF,spotify:track:5ahFyKndeg1hqfmNumL3WF,https://api.spotify.com/v1/tracks/5ahFyKndeg1hqfmNumL3WF,https://api.spotify.com/v1/audio-analysis/5ahFyKndeg1hqfmNumL3WF,229800,4,
You Rock My World,Michael Jackson,68,0.854,0.673,4,-3.132,0,0.185,0.038,0.000227,0.255,0.955,95.0,audio_features,1Lhwn4PqeGpM4LTVUowW76,spotify:track:1Lhwn4PqeGpM4LTVUowW76,https://api.spotify.com/v1/tracks/1Lhwn4PqeGpM4LTVUowW76,https://api.spotify.com/v1/audio-analysis/1Lhwn4PqeGpM4LTVUowW76,337733,4,
You Rock My World,Michael Jackson,68,0.854,0.673,4,-3.132,0,0.185,0.038,0.000227,0.255,0.955,95.0,audio_features,1Lhwn4PqeGpM4LTVUowW76,spotify:track:1Lhwn4PqeGpM4LTVUowW76,https://api.spotify.com/v1/tracks/1Lhwn4PqeGpM4LTVUowW76,https://api.spotify.com/v1/audio-analysis/1Lhwn4PqeGpM4LTVUowW76,337733,4,
You Rock My World,Michael Jackson,68,0.854,0.673,4,-3.132,0,0.185,0.038,0.000227,0.255,0.955,95.0,audio_features,1Lhwn4PqeGpM4LTVUowW76,spotify:track:1Lhwn4PqeGpM4LTVUowW76,https://api.spotify.com/v1/tracks/1Lhwn4PqeGpM4LTVUowW76,https://api.spotify.com/v1/audio-analysis/1Lhwn4PqeGpM4LTVUowW76,337733,4,
Turn Off The Light,Nelly Furtado,61,0.589,0.687,2,-6.222,1,0.097,0.0778,0.000289,0.419,0.649,180.215,audio_features,4gM2BugovNf4bvXdjZODzG,spotify:track:4gM2BugovNf4bvXdjZODzG,https://api.spotify.com/v1/tracks/4gM2BugovNf4bvXdjZODzG,https://api.spotify.com/v1/audio-analysis/4gM2BugovNf4bvXdjZODzG,276067,4,
It's Raining Men,Geri Halliwell,64,0.637,0.929,5,-6.03,0,0.0447,0.063,0.00796,0.318,0.604,136.482,audio_features,7q3qX7Ees3FZtRFJXWgPZs,spotify:track:7q3qX7Ees3FZtRFJXWgPZs,https://api.spotify.com/v1/tracks/7q3qX7Ees3FZtRFJXWgPZs,https://api.spotify.com/v1/audio-analysis/7q3qX7Ees3FZtRFJXWgPZs,254640,4,
Nobody Wants to Be Lonely (with Christina Aguilera),Ricky Martin & Christina Aguilera,54,0.635,0.854,10,-5.02,0,0.0612,0.00579,0.0083,0.0623,0.59,100.851,audio_features,45cVyfWuMAg8RNxmkcpmy9,spotify:track:45cVyfWuMAg8RNxmkcpmy9,https://api.spotify.com/v1/tracks/45cVyfWuMAg8RNxmkcpmy9,https://api.spotify.com/v1/audio-analysis/45cVyfWuMAg8RNxmkcpmy9,252707,4,
Somethin' Stupid,Robbie Williams & Nicole Kidman,67,0.654,0.515,0,-12.185,1,0.0261,0.429,5.62e-06,0.174,0.677,106.191,audio_features,4kSKacywUJHdhyst4PL6pl,spotify:track:4kSKacywUJHdhyst4PL6pl,https://api.spotify.com/v1/tracks/4kSKacywUJHdhyst4PL6pl,https://api.spotify.com/v1/audio-analysis/4kSKacywUJHdhyst4PL6pl,170493,4,
Somethin' Stupid,Robbie Williams & Nicole Kidman,67,0.654,0.515,0,-12.185,1,0.0261,0.429,5.62e-06,0.174,0.677,106.191,audio_features,4kSKacywUJHdhyst4PL6pl,spotify:track:4kSKacywUJHdhyst4PL6pl,https://api.spotify.com/v1/tracks/4kSKacywUJHdhyst4PL6pl,https://api.spotify.com/v1/audio-analysis/4kSKacywUJHdhyst4PL6pl,170493,4,
Somethin' Stupid,Robbie Williams & Nicole Kidman,67,0.654,0.515,0,-12.185,1,0.0261,0.429,5.62e-06,0.174,0.677,106.191,audio_features,4kSKacywUJHdhyst4PL6pl,spotify:track:4kSKacywUJHdhyst4PL6pl,https://api.spotify.com/v1/tracks/4kSKacywUJHdhyst4PL6pl,https://api.spotify.com/v1/audio-analysis/4kSKacywUJHdhyst4PL6pl,170493,4,
Somethin' Stupid,Robbie Williams & Nicole Kidman,67,0.654,0.515,0,-12.185,1,0.0261,0.429,5.62e-06,0.174,0.677,106.191,audio_features,4kSKacywUJHdhyst4PL6pl,spotify:track:4kSKacywUJHdhyst4PL6pl,https://api.spotify.com/v1/tracks/4kSKacywUJHdhyst4PL6pl,https://api.spotify.com/v1/audio-analysis/4kSKacywUJHdhyst4PL6pl,170493,4,
Smooth Criminal,Alien Ant Farm,77,0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,audio_features,5z6xHjCZr7a7AIcy8sPBKy,spotify:track:5z6xHjCZr7a7AIcy8sPBKy,https://api.spotify.com/v1/tracks/5z6xHjCZr7a7AIcy8sPBKy,https://api.spotify.com/v1/audio-analysis/5z6xHjCZr7a7AIcy8sPBKy,209267,4,
Smooth Criminal,Alien Ant Farm,77,0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,audio_features,5z6xHjCZr7a7AIcy8sPBKy,spotify:track:5z6xHjCZr7a7AIcy8sPBKy,https://api.spotify.com/v1/tracks/5z6xHjCZr7a7AIcy8sPBKy,https://api.spotify.com/v1/audio-analysis/5z6xHjCZr7a7AIcy8sPBKy,209267,4,
Smooth Criminal,Alien Ant Farm,77,0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,audio_features,5z6xHjCZr7a7AIcy8sPBKy,spotify:track:5z6xHjCZr7a7AIcy8sPBKy,https://api.spotify.com/v1/tracks/5z6xHjCZr7a7AIcy8sPBKy,https://api.spotify.com/v1/audio-analysis/5z6xHjCZr7a7AIcy8sPBKy,209267,4,
There You'll Be - 2007 Remaster,Faith Hill,54,0.325,0.532,8,-7.208,1,0.0308,0.496,0,0.134,0.162,129.021,audio_features,1s2khOWzC99udpUaPICLJI,spotify:track:1s2khOWzC99udpUaPICLJI,https://api.spotify.com/v1/tracks/1s2khOWzC99udpUaPICLJI,https://api.spotify.com/v1/audio-analysis/1s2khOWzC99udpUaPICLJI,220840,4,
There You'll Be - 2007 Remaster,Faith Hill,54,0.325,0.532,8,-7.208,1,0.0308,0.496,0,0.134,0.162,129.021,audio_features,1s2khOWzC99udpUaPICLJI,spotify:track:1s2khOWzC99udpUaPICLJI,https://api.spotify.com/v1/tracks/1s2khOWzC99udpUaPICLJI,https://api.spotify.com/v1/audio-analysis/1s2khOWzC99udpUaPICLJI,220840,4,
Walking Away,Craig David,63,0.596,0.688,9,-6.367,0,0.0345,0.196,0,0.121,0.817,172.837,audio_features,3R7fjB38qajI6JR69y5k4e,spotify:track:3R7fjB38qajI6JR69y5k4e,https://api.spotify.com/v1/tracks/3R7fjB38qajI6JR69y5k4e,https://api.spotify.com/v1/audio-analysis/3R7fjB38qajI6JR69y5k4e,204867,4,
Walking Away,Craig David,63,0.596,0.688,9,-6.367,0,0.0345,0.196,0,0.121,0.817,172.837,audio_features,3R7fjB38qajI6JR69y5k4e,spotify:track:3R7fjB38qajI6JR69y5k4e,https://api.spotify.com/v1/tracks/3R7fjB38qajI6JR69y5k4e,https://api.spotify.com/v1/audio-analysis/3R7fjB38qajI6JR69y5k4e,204867,4,
Walking Away,Craig David,63,0.596,0.688,9,-6.367,0,0.0345,0.196,0,0.121,0.817,172.837,audio_features,3R7fjB38qajI6JR69y5k4e,spotify:track:3R7fjB38qajI6JR69y5k4e,https://api.spotify.com/v1/tracks/3R7fjB38qajI6JR69y5k4e,https://api.spotify.com/v1/audio-analysis/3R7fjB38qajI6JR69y5k4e,204867,4,
Someone To Call My Lover,Janet Jackson,50,0.738,0.914,2,-4.203,1,0.0434,0.144,0.00099,0.182,0.935,127.885,audio_features,43zr9kKkeiQrshvYuvNtfM,spotify:track:43zr9kKkeiQrshvYuvNtfM,https://api.spotify.com/v1/tracks/43zr9kKkeiQrshvYuvNtfM,https://api.spotify.com/v1/audio-analysis/43zr9kKkeiQrshvYuvNtfM,272360,4,
Someone To Call My Lover,Janet Jackson,50,0.738,0.914,2,-4.203,1,0.0434,0.144,0.00099,0.182,0.935,127.885,audio_features,43zr9kKkeiQrshvYuvNtfM,spotify:track:43zr9kKkeiQrshvYuvNtfM,https://api.spotify.com/v1/tracks/43zr9kKkeiQrshvYuvNtfM,https://api.spotify.com/v1/audio-analysis/43zr9kKkeiQrshvYuvNtfM,272360,4,
Don't Stop Movin',S Club 7,65,0.822,0.672,7,-6.133,1,0.0329,0.0285,0,0.213,0.91,117.033,audio_features,4dzreTCcGVgeF1vCcd22AC,spotify:track:4dzreTCcGVgeF1vCcd22AC,https://api.spotify.com/v1/tracks/4dzreTCcGVgeF1vCcd22AC,https://api.spotify.com/v1/audio-analysis/4dzreTCcGVgeF1vCcd22AC,233627,4,
Don't Stop Movin',S Club 7,65,0.822,0.672,7,-6.133,1,0.0329,0.0285,0,0.213,0.91,117.033,audio_features,4dzreTCcGVgeF1vCcd22AC,spotify:track:4dzreTCcGVgeF1vCcd22AC,https://api.spotify.com/v1/tracks/4dzreTCcGVgeF1vCcd22AC,https://api.spotify.com/v1/audio-analysis/4dzreTCcGVgeF1vCcd22AC,233627,4,
Loverboy (Remix),Mariah Carey & Da Brat & Ludacris,43,0.731,0.897,1,-2.845,1,0.113,0.195,0,0.391,0.832,103.001,audio_features,4igqjAFcH35y4XybHzJ3aD,spotify:track:4igqjAFcH35y4XybHzJ3aD,https://api.spotify.com/v1/tracks/4igqjAFcH35y4XybHzJ3aD,https://api.spotify.com/v1/audio-analysis/4igqjAFcH35y4XybHzJ3aD,270400,4,
Pop,*NSYNC,57,0.706,0.861,11,-6.684,1,0.154,0.0341,0,0.127,0.923,119.946,audio_features,0Jc8qF1mUPo1A96HE9QxZz,spotify:track:0Jc8qF1mUPo1A96HE9QxZz,https://api.spotify.com/v1/tracks/0Jc8qF1mUPo1A96HE9QxZz,https://api.spotify.com/v1/audio-analysis/0Jc8qF1mUPo1A96HE9QxZz,238427,4,
I'm a Slave 4 U,Britney Spears,70,0.847,0.843,5,-3.579,0,0.106,0.415,0.000134,0.107,0.963,110.027,audio_features,6ldwfK0yWgTAlmIfuQkTYN,spotify:track:6ldwfK0yWgTAlmIfuQkTYN,https://api.spotify.com/v1/tracks/6ldwfK0yWgTAlmIfuQkTYN,https://api.spotify.com/v1/audio-analysis/6ldwfK0yWgTAlmIfuQkTYN,203600,4,
What Would You Do?,City High,57,0.733,0.794,7,-6.909,1,0.223,0.259,0,0.483,0.832,95.877,audio_features,1tJkic0TURTCXw3rBhYgWu,spotify:track:1tJkic0TURTCXw3rBhYgWu,https://api.spotify.com/v1/tracks/1tJkic0TURTCXw3rBhYgWu,https://api.spotify.com/v1/audio-analysis/1tJkic0TURTCXw3rBhYgWu,175560,4,
What Would You Do?,City High,57,0.733,0.794,7,-6.909,1,0.223,0.259,0,0.483,0.832,95.877,audio_features,1tJkic0TURTCXw3rBhYgWu,spotify:track:1tJkic0TURTCXw3rBhYgWu,https://api.spotify.com/v1/tracks/1tJkic0TURTCXw3rBhYgWu,https://api.spotify.com/v1/audio-analysis/1tJkic0TURTCXw3rBhYgWu,175560,4,
What Would You Do?,City High,57,0.733,0.794,7,-6.909,1,0.223,0.259,0,0.483,0.832,95.877,audio_features,1tJkic0TURTCXw3rBhYgWu,spotify:track:1tJkic0TURTCXw3rBhYgWu,https://api.spotify.com/v1/tracks/1tJkic0TURTCXw3rBhYgWu,https://api.spotify.com/v1/audio-analysis/1tJkic0TURTCXw3rBhYgWu,175560,4,
Drowning,Rock the Cradle,13,0.815,0.0625,11,-19.212,1,0.182,0.911,0.473,0.0798,0.685,144.002,audio_features,3WdnQFQoOodfqteD6wlWOh,spotify:track:3WdnQFQoOodfqteD6wlWOh,https://api.spotify.com/v1/tracks/3WdnQFQoOodfqteD6wlWOh,https://api.spotify.com/v1/audio-analysis/3WdnQFQoOodfqteD6wlWOh,214000,4,
Emotion,Destiny's Child,60,0.412,0.577,7,-4.944,1,0.119,0.163,0,0.0969,0.345,173.675,audio_features,01Aj44KIjCrPmZeXq4UOky,spotify:track:01Aj44KIjCrPmZeXq4UOky,https://api.spotify.com/v1/tracks/01Aj44KIjCrPmZeXq4UOky,https://api.spotify.com/v1/audio-analysis/01Aj44KIjCrPmZeXq4UOky,236400,4,
I'm A Believer - Radio Edit,Smash Mouth,61,0.559,0.972,6,-3.524,1,0.0639,0.0198,6.47e-06,0.393,0.919,82.336,audio_features,1RC5Mb0VhnlhnMlFDnrvE0,spotify:track:1RC5Mb0VhnlhnMlFDnrvE0,https://api.spotify.com/v1/tracks/1RC5Mb0VhnlhnMlFDnrvE0,https://api.spotify.com/v1/audio-analysis/1RC5Mb0VhnlhnMlFDnrvE0,183400,4,
I Hope You Dance,Lee Ann Womack,67,0.385,0.443,7,-9.627,0,0.0295,0.0632,0,0.0898,0.275,151.278,audio_features,65B1tEOv5W294uCKbmEcFV,spotify:track:65B1tEOv5W294uCKbmEcFV,https://api.spotify.com/v1/tracks/65B1tEOv5W294uCKbmEcFV,https://api.spotify.com/v1/audio-analysis/65B1tEOv5W294uCKbmEcFV,294533,4,
I Hope You Dance,Lee Ann Womack,67,0.385,0.443,7,-9.627,0,0.0295,0.0632,0,0.0898,0.275,151.278,audio_features,65B1tEOv5W294uCKbmEcFV,spotify:track:65B1tEOv5W294uCKbmEcFV,https://api.spotify.com/v1/tracks/65B1tEOv5W294uCKbmEcFV,https://api.spotify.com/v1/audio-analysis/65B1tEOv5W294uCKbmEcFV,294533,4,
Hit 'Em Up Style (Oops!),Blu Cantrell,70,0.667,0.773,5,-4.983,0,0.0586,0.201,0,0.404,0.667,89.976,audio_features,4zYTZvtcww7OWKie7fxA9E,spotify:track:4zYTZvtcww7OWKie7fxA9E,https://api.spotify.com/v1/tracks/4zYTZvtcww7OWKie7fxA9E,https://api.spotify.com/v1/audio-analysis/4zYTZvtcww7OWKie7fxA9E,250707,4,
Hit 'Em Up Style (Oops!),Blu Cantrell,70,0.667,0.773,5,-4.983,0,0.0586,0.201,0,0.404,0.667,89.976,audio_features,4zYTZvtcww7OWKie7fxA9E,spotify:track:4zYTZvtcww7OWKie7fxA9E,https://api.spotify.com/v1/tracks/4zYTZvtcww7OWKie7fxA9E,https://api.spotify.com/v1/audio-analysis/4zYTZvtcww7OWKie7fxA9E,250707,4,
Play,Jennifer Lopez,57,0.775,0.729,1,-4.229,0,0.162,0.0303,0.00247,0.0361,0.895,104.719,audio_features,7fFCnttacpotkyhTOxKv14,spotify:track:7fFCnttacpotkyhTOxKv14,https://api.spotify.com/v1/tracks/7fFCnttacpotkyhTOxKv14,https://api.spotify.com/v1/audio-analysis/7fFCnttacpotkyhTOxKv14,211493,4,
Play,Jennifer Lopez,57,0.775,0.729,1,-4.229,0,0.162,0.0303,0.00247,0.0361,0.895,104.719,audio_features,7fFCnttacpotkyhTOxKv14,spotify:track:7fFCnttacpotkyhTOxKv14,https://api.spotify.com/v1/tracks/7fFCnttacpotkyhTOxKv14,https://api.spotify.com/v1/audio-analysis/7fFCnttacpotkyhTOxKv14,211493,4,
Eternal Flame - Single Version,Atomic Kitten,62,0.578,0.581,0,-6.867,1,0.0318,0.0658,0.0042,0.0674,0.408,83.293,audio_features,3qzcM6SmbzBnGXSJe6hYdy,spotify:track:3qzcM6SmbzBnGXSJe6hYdy,https://api.spotify.com/v1/tracks/3qzcM6SmbzBnGXSJe6hYdy,https://api.spotify.com/v1/audio-analysis/3qzcM6SmbzBnGXSJe6hYdy,195507,4,
Irresistible,Jessica Simpson,42,0.659,0.966,8,-2.783,0,0.0538,0.0279,8.25e-05,0.0489,0.687,93.008,audio_features,2TVSa07y6g3HRn4oLWv57M,spotify:track:2TVSa07y6g3HRn4oLWv57M,https://api.spotify.com/v1/tracks/2TVSa07y6g3HRn4oLWv57M,https://api.spotify.com/v1/audio-analysis/2TVSa07y6g3HRn4oLWv57M,193600,4,
Irresistible,Jessica Simpson,42,0.659,0.966,8,-2.783,0,0.0538,0.0279,8.25e-05,0.0489,0.687,93.008,audio_features,2TVSa07y6g3HRn4oLWv57M,spotify:track:2TVSa07y6g3HRn4oLWv57M,https://api.spotify.com/v1/tracks/2TVSa07y6g3HRn4oLWv57M,https://api.spotify.com/v1/audio-analysis/2TVSa07y6g3HRn4oLWv57M,193600,4,
When It's Over - David Kahne Main,Sugar Ray,59,0.675,0.775,4,-5.772,1,0.0522,0.0387,0,0.383,0.933,99.945,audio_features,5ZsPy9wHH733NlU6c4v2Hi,spotify:track:5ZsPy9wHH733NlU6c4v2Hi,https://api.spotify.com/v1/tracks/5ZsPy9wHH733NlU6c4v2Hi,https://api.spotify.com/v1/audio-analysis/5ZsPy9wHH733NlU6c4v2Hi,217853,4,
When It's Over - David Kahne Main,Sugar Ray,59,0.675,0.775,4,-5.772,1,0.0522,0.0387,0,0.383,0.933,99.945,audio_features,5ZsPy9wHH733NlU6c4v2Hi,spotify:track:5ZsPy9wHH733NlU6c4v2Hi,https://api.spotify.com/v1/tracks/5ZsPy9wHH733NlU6c4v2Hi,https://api.spotify.com/v1/audio-analysis/5ZsPy9wHH733NlU6c4v2Hi,217853,4,
Overload (As Made Famous By Sugababes),The Karaoke Crew,0,0.685,0.869,10,-8.262,0,0.0368,0.000298,0.555,0.107,0.518,124.99,audio_features,3YSl1F3tq0xkt7U2dTDSv7,spotify:track:3YSl1F3tq0xkt7U2dTDSv7,https://api.spotify.com/v1/tracks/3YSl1F3tq0xkt7U2dTDSv7,https://api.spotify.com/v1/audio-analysis/3YSl1F3tq0xkt7U2dTDSv7,298000,4,
Overload (As Made Famous By Sugababes),The Karaoke Crew,0,0.685,0.869,10,-8.262,0,0.0368,0.000298,0.555,0.107,0.518,124.99,audio_features,3YSl1F3tq0xkt7U2dTDSv7,spotify:track:3YSl1F3tq0xkt7U2dTDSv7,https://api.spotify.com/v1/tracks/3YSl1F3tq0xkt7U2dTDSv7,https://api.spotify.com/v1/audio-analysis/3YSl1F3tq0xkt7U2dTDSv7,298000,4,
Overload (As Made Famous By Sugababes),The Karaoke Crew,0,0.685,0.869,10,-8.262,0,0.0368,0.000298,0.555,0.107,0.518,124.99,audio_features,3YSl1F3tq0xkt7U2dTDSv7,spotify:track:3YSl1F3tq0xkt7U2dTDSv7,https://api.spotify.com/v1/tracks/3YSl1F3tq0xkt7U2dTDSv7,https://api.spotify.com/v1/audio-analysis/3YSl1F3tq0xkt7U2dTDSv7,298000,4,
Miss California,Dante Thomas,58,0.764,0.671,6,-9.056,0,0.0866,0.000663,0,0.054,0.696,101.008,audio_features,22WlwTY6Y41bG3hIOMF4VO,spotify:track:22WlwTY6Y41bG3hIOMF4VO,https://api.spotify.com/v1/tracks/22WlwTY6Y41bG3hIOMF4VO,https://api.spotify.com/v1/audio-analysis/22WlwTY6Y41bG3hIOMF4VO,266147,4,
Rollin' (Air Raid Vehicle),Limp Bizkit,76,0.603,0.933,1,-3.358,1,0.171,0.00591,0,0.206,0.709,96.306,audio_features,3IV4swNduIRunHREK80owz,spotify:track:3IV4swNduIRunHREK80owz,https://api.spotify.com/v1/tracks/3IV4swNduIRunHREK80owz,https://api.spotify.com/v1/audio-analysis/3IV4swNduIRunHREK80owz,213760,4,
Rollin' (Air Raid Vehicle),Limp Bizkit,76,0.603,0.933,1,-3.358,1,0.171,0.00591,0,0.206,0.709,96.306,audio_features,3IV4swNduIRunHREK80owz,spotify:track:3IV4swNduIRunHREK80owz,https://api.spotify.com/v1/tracks/3IV4swNduIRunHREK80owz,https://api.spotify.com/v1/audio-analysis/3IV4swNduIRunHREK80owz,213760,4,
Me Gustas Tu,Manu Chao,77,0.657,0.741,11,-6.822,0,0.0825,0.663,0.494,0.222,0.908,175.949,audio_features,6b37xrsNCWYIUphFBazqD6,spotify:track:6b37xrsNCWYIUphFBazqD6,https://api.spotify.com/v1/tracks/6b37xrsNCWYIUphFBazqD6,https://api.spotify.com/v1/audio-analysis/6b37xrsNCWYIUphFBazqD6,239987,4,
The Call,Rock the Cradle,13,0.779,0.107,5,-17.317,0,0.363,0.896,0.148,0.08,0.733,163.97,audio_features,3zh6BElh28kTp1DDt12sQq,spotify:track:3zh6BElh28kTp1DDt12sQq,https://api.spotify.com/v1/tracks/3zh6BElh28kTp1DDt12sQq,https://api.spotify.com/v1/audio-analysis/3zh6BElh28kTp1DDt12sQq,249500,4,
Everywhere,Michelle Branch,68,0.523,0.828,1,-4.696,1,0.0762,0.0136,0.000255,0.165,0.476,96.952,audio_features,1u0l8zWpQeMYStFkc2mLD7,spotify:track:1u0l8zWpQeMYStFkc2mLD7,https://api.spotify.com/v1/tracks/1u0l8zWpQeMYStFkc2mLD7,https://api.spotify.com/v1/audio-analysis/1u0l8zWpQeMYStFkc2mLD7,214827,4,
Party Hard,Andrew W.K.,60,0.461,0.994,4,-3.413,1,0.0429,3.08e-05,9.92e-06,0.156,0.751,162.171,audio_features,0E0bZtTG39K95uRjqBo1Mx,spotify:track:0E0bZtTG39K95uRjqBo1Mx,https://api.spotify.com/v1/tracks/0E0bZtTG39K95uRjqBo1Mx,https://api.spotify.com/v1/audio-analysis/0E0bZtTG39K95uRjqBo1Mx,184907,4,
Party Hard,Andrew W.K.,60,0.461,0.994,4,-3.413,1,0.0429,3.08e-05,9.92e-06,0.156,0.751,162.171,audio_features,0E0bZtTG39K95uRjqBo1Mx,spotify:track:0E0bZtTG39K95uRjqBo1Mx,https://api.spotify.com/v1/tracks/0E0bZtTG39K95uRjqBo1Mx,https://api.spotify.com/v1/audio-analysis/0E0bZtTG39K95uRjqBo1Mx,184907,4,
Party Hard,Andrew W.K.,60,0.461,0.994,4,-3.413,1,0.0429,3.08e-05,9.92e-06,0.156,0.751,162.171,audio_features,0E0bZtTG39K95uRjqBo1Mx,spotify:track:0E0bZtTG39K95uRjqBo1Mx,https://api.spotify.com/v1/tracks/0E0bZtTG39K95uRjqBo1Mx,https://api.spotify.com/v1/audio-analysis/0E0bZtTG39K95uRjqBo1Mx,184907,4,
What If,Kate Winslet,52,0.481,0.359,8,-8.331,1,0.0279,0.0965,1.8e-06,0.0963,0.202,140.83,audio_features,1EK5Z3jnZh1nHXPUXpaLhK,spotify:track:1EK5Z3jnZh1nHXPUXpaLhK,https://api.spotify.com/v1/tracks/1EK5Z3jnZh1nHXPUXpaLhK,https://api.spotify.com/v1/audio-analysis/1EK5Z3jnZh1nHXPUXpaLhK,243040,4,
Never Had A Dream Come True,S Club 7,53,0.636,0.531,5,-5.593,1,0.0273,0.508,0,0.0952,0.496,122.918,audio_features,1rzssdgfZiGs7VAMsYN9SF,spotify:track:1rzssdgfZiGs7VAMsYN9SF,https://api.spotify.com/v1/tracks/1rzssdgfZiGs7VAMsYN9SF,https://api.spotify.com/v1/audio-analysis/1rzssdgfZiGs7VAMsYN9SF,240640,4,
Never Had A Dream Come True,S Club 7,53,0.636,0.531,5,-5.593,1,0.0273,0.508,0,0.0952,0.496,122.918,audio_features,1rzssdgfZiGs7VAMsYN9SF,spotify:track:1rzssdgfZiGs7VAMsYN9SF,https://api.spotify.com/v1/tracks/1rzssdgfZiGs7VAMsYN9SF,https://api.spotify.com/v1/audio-analysis/1rzssdgfZiGs7VAMsYN9SF,240640,4,
Never Had A Dream Come True,S Club 7,53,0.636,0.531,5,-5.593,1,0.0273,0.508,0,0.0952,0.496,122.918,audio_features,1rzssdgfZiGs7VAMsYN9SF,spotify:track:1rzssdgfZiGs7VAMsYN9SF,https://api.spotify.com/v1/tracks/1rzssdgfZiGs7VAMsYN9SF,https://api.spotify.com/v1/audio-analysis/1rzssdgfZiGs7VAMsYN9SF,240640,4,
Gone,*NSYNC,53,0.704,0.409,11,-8.581,0,0.0597,0.43,0,0.109,0.495,113.863,audio_features,4CCUjYJPbSXLL23BFeBVbI,spotify:track:4CCUjYJPbSXLL23BFeBVbI,https://api.spotify.com/v1/tracks/4CCUjYJPbSXLL23BFeBVbI,https://api.spotify.com/v1/audio-analysis/4CCUjYJPbSXLL23BFeBVbI,292000,4,
Where the Party At (feat. Nelly),Jagged Edge & Nelly,68,0.596,0.661,5,-6.239,0,0.226,0.31,0,0.0847,0.86,129.491,audio_features,5mNV8Mz59bzyuQ53gTw0c0,spotify:track:5mNV8Mz59bzyuQ53gTw0c0,https://api.spotify.com/v1/tracks/5mNV8Mz59bzyuQ53gTw0c0,https://api.spotify.com/v1/audio-analysis/5mNV8Mz59bzyuQ53gTw0c0,232573,5,
The Way You Love Me,Faith Hill,60,0.627,0.716,2,-7.175,1,0.0352,0.127,0,0.0344,0.734,101.99,audio_features,6vgN6KGstss0GnBbKlMNK9,spotify:track:6vgN6KGstss0GnBbKlMNK9,https://api.spotify.com/v1/tracks/6vgN6KGstss0GnBbKlMNK9,https://api.spotify.com/v1/audio-analysis/6vgN6KGstss0GnBbKlMNK9,186067,4,
