song,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,0
You Better You Bet,The Who,53,0.577,0.762,0,-8.552,1,0.0441,0.5,4.13e-05,0.0753,0.554,161.965,audio_features,58RWYT5MGo8e4Y3WAZHh9g,spotify:track:58RWYT5MGo8e4Y3WAZHh9g,https://api.spotify.com/v1/tracks/58RWYT5MGo8e4Y3WAZHh9g,https://api.spotify.com/v1/audio-analysis/58RWYT5MGo8e4Y3WAZHh9g,337067,4,
Just Can't Get Enough - 2006 Remaster,Depeche Mode,63,0.765,0.766,0,-9.374,1,0.0348,0.41,0.052,0.177,0.923,128.177,audio_features,0xuXRQJfxmdP6gvfDe2Z4L,spotify:track:0xuXRQJfxmdP6gvfDe2Z4L,https://api.spotify.com/v1/tracks/0xuXRQJfxmdP6gvfDe2Z4L,https://api.spotify.com/v1/audio-analysis/0xuXRQJfxmdP6gvfDe2Z4L,222760,4,
Comin' In and out of Your Life,Barbra Streisand,33,0.338,0.295,1,-14.062,1,0.0388,0.804,1.67e-05,0.073,0.187,140.057,audio_features,1ewTd6py4ifeRxoFH0HXlu,spotify:track:1ewTd6py4ifeRxoFH0HXlu,https://api.spotify.com/v1/tracks/1ewTd6py4ifeRxoFH0HXlu,https://api.spotify.com/v1/audio-analysis/1ewTd6py4ifeRxoFH0HXlu,248667,4,
Oh No (As Made Famous By The Commodores),The Karaoke Crew,0,0.564,0.335,8,-12.094,1,0.028,0.52,0.79,0.114,0.152,172.011,audio_features,2pTA0Ns6ExFtm9dnX3IcBg,spotify:track:2pTA0Ns6ExFtm9dnX3IcBg,https://api.spotify.com/v1/tracks/2pTA0Ns6ExFtm9dnX3IcBg,https://api.spotify.com/v1/audio-analysis/2pTA0Ns6ExFtm9dnX3IcBg,193254,4,
Modern Girl,Sheena Easton,41,0.679,0.661,0,-12.017,1,0.0862,0.467,1.83e-05,0.193,0.823,119.596,audio_features,7k1fu2zeQ3S47mT4lhJWcL,spotify:track:7k1fu2zeQ3S47mT4lhJWcL,https://api.spotify.com/v1/tracks/7k1fu2zeQ3S47mT4lhJWcL,https://api.spotify.com/v1/audio-analysis/7k1fu2zeQ3S47mT4lhJWcL,217467,4,
This Little Girl,Gary U.S. Bonds,45,0.505,0.898,11,-7.511,1,0.0452,0.0635,0,0.28,0.859,145.465,audio_features,2Go3GgCcMjtZVdLUo2CI63,spotify:track:2Go3GgCcMjtZVdLUo2CI63,https://api.spotify.com/v1/tracks/2Go3GgCcMjtZVdLUo2CI63,https://api.spotify.com/v1/audio-analysis/2Go3GgCcMjtZVdLUo2CI63,222707,4,
Once in a Lifetime - 2005 Remaster,Talking Heads,69,0.644,0.919,2,-6.289,1,0.0561,0.181,0.134,0.622,0.871,117.459,audio_features,38Ngied9rBORlAbLYNCl4k,spotify:track:38Ngied9rBORlAbLYNCl4k,https://api.spotify.com/v1/tracks/38Ngied9rBORlAbLYNCl4k,https://api.spotify.com/v1/audio-analysis/38Ngied9rBORlAbLYNCl4k,259907,4,
We Kill the World (Don't Kill the World),Boney M.,40,0.403,0.681,8,-7.538,1,0.0433,0.346,1.16e-05,0.148,0.48,154.67,audio_features,4E2F7UvhjOEHVKDhTPR7BG,spotify:track:4E2F7UvhjOEHVKDhTPR7BG,https://api.spotify.com/v1/tracks/4E2F7UvhjOEHVKDhTPR7BG,https://api.spotify.com/v1/audio-analysis/4E2F7UvhjOEHVKDhTPR7BG,393053,4,
Jealous Guy - Remastered 2010,John Lennon,65,0.489,0.389,4,-11.653,0,0.0284,0.877,0.32,0.105,0.254,131.366,audio_features,3D9iV6cYkYJRAPFO6DRKIE,spotify:track:3D9iV6cYkYJRAPFO6DRKIE,https://api.spotify.com/v1/tracks/3D9iV6cYkYJRAPFO6DRKIE,https://api.spotify.com/v1/audio-analysis/3D9iV6cYkYJRAPFO6DRKIE,257787,4,
Boy From New York City,The Manhattan Transfer,46,0.71,0.633,2,-9.376,1,0.0531,0.457,1.49e-05,0.0967,0.702,151.522,audio_features,4H6EV7soFKhurMK2CFfpmM,spotify:track:4H6EV7soFKhurMK2CFfpmM,https://api.spotify.com/v1/tracks/4H6EV7soFKhurMK2CFfpmM,https://api.spotify.com/v1/audio-analysis/4H6EV7soFKhurMK2CFfpmM,222160,4,
Boy From New York City,The Manhattan Transfer,46,0.71,0.633,2,-9.376,1,0.0531,0.457,1.49e-05,0.0967,0.702,151.522,audio_features,4H6EV7soFKhurMK2CFfpmM,spotify:track:4H6EV7soFKhurMK2CFfpmM,https://api.spotify.com/v1/tracks/4H6EV7soFKhurMK2CFfpmM,https://api.spotify.com/v1/audio-analysis/4H6EV7soFKhurMK2CFfpmM,222160,4,
Hey Nineteen,Steely Dan,63,0.952,0.301,2,-13.936,1,0.0612,0.0126,0.000931,0.0387,0.728,119.629,audio_features,1tjK9HhmpEfk0ijyIKsoUk,spotify:track:1tjK9HhmpEfk0ijyIKsoUk,https://api.spotify.com/v1/tracks/1tjK9HhmpEfk0ijyIKsoUk,https://api.spotify.com/v1/audio-analysis/1tjK9HhmpEfk0ijyIKsoUk,307400,4,
"Another Brick In the Wall, Part 2 - 2019 remix [Live]",Pink Floyd,37,0.395,0.766,0,-11.041,1,0.0512,0.00583,0.00624,0.774,0.611,105.41,audio_features,1xUTI8Ce8IQnyYCGPmrbzS,spotify:track:1xUTI8Ce8IQnyYCGPmrbzS,https://api.spotify.com/v1/tracks/1xUTI8Ce8IQnyYCGPmrbzS,https://api.spotify.com/v1/audio-analysis/1xUTI8Ce8IQnyYCGPmrbzS,326373,4,
Woman in Love,Barbra Streisand,21,0.497,0.372,3,-10.784,0,0.0265,0.453,2.08e-05,0.163,0.307,169.69,audio_features,1kBLl5onHnyLQsrAJG7MJs,spotify:track:1kBLl5onHnyLQsrAJG7MJs,https://api.spotify.com/v1/tracks/1kBLl5onHnyLQsrAJG7MJs,https://api.spotify.com/v1/audio-analysis/1kBLl5onHnyLQsrAJG7MJs,231396,4,
(Just Like) Starting Over - Remastered 2010,John Lennon,61,0.701,0.79,9,-6.16,1,0.0725,0.301,6.06e-05,0.179,0.421,99.104,audio_features,5y0YreEOnQiKFAnCrcFIXz,spotify:track:5y0YreEOnQiKFAnCrcFIXz,https://api.spotify.com/v1/tracks/5y0YreEOnQiKFAnCrcFIXz,https://api.spotify.com/v1/audio-analysis/5y0YreEOnQiKFAnCrcFIXz,236547,4,
Upside Down,Diana Ross,70,0.873,0.855,5,-8.559,0,0.0615,0.179,0.0285,0.0377,0.884,107.868,audio_features,3pbtBomO4Zt5gGiqsYeiBH,spotify:track:3pbtBomO4Zt5gGiqsYeiBH,https://api.spotify.com/v1/tracks/3pbtBomO4Zt5gGiqsYeiBH,https://api.spotify.com/v1/audio-analysis/3pbtBomO4Zt5gGiqsYeiBH,245600,4,
Funkytown - Single Version,Lipps Inc.,72,0.907,0.564,0,-9.29,1,0.0568,0.000928,0.65,0.108,0.229,122.632,audio_features,0B5kY9i9bmP7554oU4jRoO,spotify:track:0B5kY9i9bmP7554oU4jRoO,https://api.spotify.com/v1/tracks/0B5kY9i9bmP7554oU4jRoO,https://api.spotify.com/v1/audio-analysis/0B5kY9i9bmP7554oU4jRoO,245413,4,
Funkytown - Single Version,Lipps Inc.,72,0.907,0.564,0,-9.29,1,0.0568,0.000928,0.65,0.108,0.229,122.632,audio_features,0B5kY9i9bmP7554oU4jRoO,spotify:track:0B5kY9i9bmP7554oU4jRoO,https://api.spotify.com/v1/tracks/0B5kY9i9bmP7554oU4jRoO,https://api.spotify.com/v1/audio-analysis/0B5kY9i9bmP7554oU4jRoO,245413,4,
Funkytown - Single Version,Lipps Inc.,72,0.907,0.564,0,-9.29,1,0.0568,0.000928,0.65,0.108,0.229,122.632,audio_features,0B5kY9i9bmP7554oU4jRoO,spotify:track:0B5kY9i9bmP7554oU4jRoO,https://api.spotify.com/v1/tracks/0B5kY9i9bmP7554oU4jRoO,https://api.spotify.com/v1/audio-analysis/0B5kY9i9bmP7554oU4jRoO,245413,4,
Funkytown - Single Version,Lipps Inc.,72,0.907,0.564,0,-9.29,1,0.0568,0.000928,0.65,0.108,0.229,122.632,audio_features,0B5kY9i9bmP7554oU4jRoO,spotify:track:0B5kY9i9bmP7554oU4jRoO,https://api.spotify.com/v1/tracks/0B5kY9i9bmP7554oU4jRoO,https://api.spotify.com/v1/audio-analysis/0B5kY9i9bmP7554oU4jRoO,245413,4,
Xanadu,Olivia Newton-John & Electric Light Orchestra,58,0.652,0.654,6,-7.679,1,0.0275,0.186,0,0.162,0.708,127.555,audio_features,4zdspHPxpExPiU8RolxBUH,spotify:track:4zdspHPxpExPiU8RolxBUH,https://api.spotify.com/v1/tracks/4zdspHPxpExPiU8RolxBUH,https://api.spotify.com/v1/audio-analysis/4zdspHPxpExPiU8RolxBUH,208507,4,
Fame,Irene Cara,67,0.7,0.73,0,-8.763,0,0.0311,0.132,0,0.133,0.961,130.519,audio_features,5CI1FP2Volc9wjz2MBZsGx,spotify:track:5CI1FP2Volc9wjz2MBZsGx,https://api.spotify.com/v1/tracks/5CI1FP2Volc9wjz2MBZsGx,https://api.spotify.com/v1/audio-analysis/5CI1FP2Volc9wjz2MBZsGx,316067,4,
Fame,Irene Cara,67,0.7,0.73,0,-8.763,0,0.0311,0.132,0,0.133,0.961,130.519,audio_features,5CI1FP2Volc9wjz2MBZsGx,spotify:track:5CI1FP2Volc9wjz2MBZsGx,https://api.spotify.com/v1/tracks/5CI1FP2Volc9wjz2MBZsGx,https://api.spotify.com/v1/audio-analysis/5CI1FP2Volc9wjz2MBZsGx,316067,4,
Fame,Irene Cara,67,0.7,0.73,0,-8.763,0,0.0311,0.132,0,0.133,0.961,130.519,audio_features,5CI1FP2Volc9wjz2MBZsGx,spotify:track:5CI1FP2Volc9wjz2MBZsGx,https://api.spotify.com/v1/tracks/5CI1FP2Volc9wjz2MBZsGx,https://api.spotify.com/v1/audio-analysis/5CI1FP2Volc9wjz2MBZsGx,316067,4,
Rapper's Delight,The Sugarhill Gang,55,0.9,0.845,11,-7.306,0,0.257,0.465,0,0.0724,0.914,111.187,audio_features,7sZDbHZiuHEzS00vzCuhqS,spotify:track:7sZDbHZiuHEzS00vzCuhqS,https://api.spotify.com/v1/tracks/7sZDbHZiuHEzS00vzCuhqS,https://api.spotify.com/v1/audio-analysis/7sZDbHZiuHEzS00vzCuhqS,427360,4,
Brass In Pocket (I'm Special) - Karaoke Version,The Karaoke Channel,1,0.805,0.441,9,-11.33,1,0.0279,0.00726,0.743,0.108,0.777,99.263,audio_features,6j7ZO5vcxIrdbmGb1R2OMp,spotify:track:6j7ZO5vcxIrdbmGb1R2OMp,https://api.spotify.com/v1/tracks/6j7ZO5vcxIrdbmGb1R2OMp,https://api.spotify.com/v1/audio-analysis/6j7ZO5vcxIrdbmGb1R2OMp,180299,4,
Master Blaster (Jammin'),Stevie Wonder,62,0.877,0.422,10,-14.933,0,0.0546,0.04,0.000406,0.182,0.97,131.103,audio_features,5EAgXGJ8Kw5QAfhQkZXYqT,spotify:track:5EAgXGJ8Kw5QAfhQkZXYqT,https://api.spotify.com/v1/tracks/5EAgXGJ8Kw5QAfhQkZXYqT,https://api.spotify.com/v1/audio-analysis/5EAgXGJ8Kw5QAfhQkZXYqT,307933,4,
Please Don't Go - Single Version,KC & The Sunshine Band,60,0.482,0.615,6,-11.093,1,0.0398,0.00888,1.78e-06,0.0431,0.437,96.307,audio_features,6dw6BquK0Mv72p6HpusqKN,spotify:track:6dw6BquK0Mv72p6HpusqKN,https://api.spotify.com/v1/tracks/6dw6BquK0Mv72p6HpusqKN,https://api.spotify.com/v1/audio-analysis/6dw6BquK0Mv72p6HpusqKN,230533,4,
Don't Stand So Close To Me,The Police,70,0.799,0.506,2,-9.414,1,0.0606,0.0453,0.00107,0.0365,0.518,140.309,audio_features,5veJDT0MLsLbhYsx42GXUD,spotify:track:5veJDT0MLsLbhYsx42GXUD,https://api.spotify.com/v1/tracks/5veJDT0MLsLbhYsx42GXUD,https://api.spotify.com/v1/audio-analysis/5veJDT0MLsLbhYsx42GXUD,242667,4,
Don't Stand So Close To Me,The Police,70,0.799,0.506,2,-9.414,1,0.0606,0.0453,0.00107,0.0365,0.518,140.309,audio_features,5veJDT0MLsLbhYsx42GXUD,spotify:track:5veJDT0MLsLbhYsx42GXUD,https://api.spotify.com/v1/tracks/5veJDT0MLsLbhYsx42GXUD,https://api.spotify.com/v1/audio-analysis/5veJDT0MLsLbhYsx42GXUD,242667,4,
Lady,Kenny Rogers,63,0.362,0.183,3,-16.0,0,0.0347,0.861,0.000234,0.0932,0.2,136.646,audio_features,5Pj5zrq2nbKcAekH1AxbrO,spotify:track:5Pj5zrq2nbKcAekH1AxbrO,https://api.spotify.com/v1/tracks/5Pj5zrq2nbKcAekH1AxbrO,https://api.spotify.com/v1/audio-analysis/5Pj5zrq2nbKcAekH1AxbrO,231867,4,
What's Another Year,Johnny Logan,27,0.475,0.65,8,-6.391,1,0.0352,0.35,3.29e-06,0.0996,0.199,106.846,audio_features,3ta02cB4LPfhru6F9D4CjW,spotify:track:3ta02cB4LPfhru6F9D4CjW,https://api.spotify.com/v1/tracks/3ta02cB4LPfhru6F9D4CjW,https://api.spotify.com/v1/audio-analysis/3ta02cB4LPfhru6F9D4CjW,186000,4,
More Than I Can Say - Remastered,Leo Sayer,50,0.728,0.511,10,-11.178,1,0.0233,0.198,0.00052,0.322,0.714,96.406,audio_features,3RJ81z1sPLeWEFuCfGaCLC,spotify:track:3RJ81z1sPLeWEFuCfGaCLC,https://api.spotify.com/v1/tracks/3RJ81z1sPLeWEFuCfGaCLC,https://api.spotify.com/v1/audio-analysis/3RJ81z1sPLeWEFuCfGaCLC,220533,4,
Coming Up - Remastered 2011,Paul McCartney,52,0.817,0.767,8,-7.194,1,0.0468,0.457,0.0723,0.0606,0.878,128.93,audio_features,4Ku6X72Q815qNd7ChuiDdD,spotify:track:4Ku6X72Q815qNd7ChuiDdD,https://api.spotify.com/v1/tracks/4Ku6X72Q815qNd7ChuiDdD,https://api.spotify.com/v1/audio-analysis/4Ku6X72Q815qNd7ChuiDdD,231880,4,
Coward Of The County,Kenny Rogers,64,0.652,0.433,7,-12.843,1,0.0588,0.134,7.37e-06,0.146,0.675,91.471,audio_features,0JkIre0YxNmKGMU5V7ZiDx,spotify:track:0JkIre0YxNmKGMU5V7ZiDx,https://api.spotify.com/v1/tracks/0JkIre0YxNmKGMU5V7ZiDx,https://api.spotify.com/v1/audio-analysis/0JkIre0YxNmKGMU5V7ZiDx,258733,4,
Sun of Jamaica,Goombay Dance Band,56,0.627,0.816,11,-10.361,0,0.0324,0.0984,0.000252,0.745,0.862,129.241,audio_features,5apwlmvQphkCJbHnMGUP2t,spotify:track:5apwlmvQphkCJbHnMGUP2t,https://api.spotify.com/v1/tracks/5apwlmvQphkCJbHnMGUP2t,https://api.spotify.com/v1/audio-analysis/5apwlmvQphkCJbHnMGUP2t,264000,4,
Do That To Me One More Time,Captain & Tennille,68,0.728,0.524,7,-8.227,1,0.0255,0.563,0.000131,0.0913,0.51,90.262,audio_features,0m4jVVZrsv0bLkAr1uM6UG,spotify:track:0m4jVVZrsv0bLkAr1uM6UG,https://api.spotify.com/v1/tracks/0m4jVVZrsv0bLkAr1uM6UG,https://api.spotify.com/v1/audio-analysis/0m4jVVZrsv0bLkAr1uM6UG,256667,4,
Cars,Gary Numan,64,0.545,0.578,2,-8.745,1,0.0406,0.0114,6.57e-05,0.0692,0.819,128.038,audio_features,4QQEzkxcONBthDLfzqIh9S,spotify:track:4QQEzkxcONBthDLfzqIh9S,https://api.spotify.com/v1/tracks/4QQEzkxcONBthDLfzqIh9S,https://api.spotify.com/v1/audio-analysis/4QQEzkxcONBthDLfzqIh9S,238907,4,
Emotional Rescue - Remastered 2009,The Rolling Stones,56,0.678,0.621,5,-5.478,1,0.0623,0.111,0.0973,0.0394,0.776,113.389,audio_features,5IATbFZds3cbOx8YxuMuko,spotify:track:5IATbFZds3cbOx8YxuMuko,https://api.spotify.com/v1/tracks/5IATbFZds3cbOx8YxuMuko,https://api.spotify.com/v1/audio-analysis/5IATbFZds3cbOx8YxuMuko,339400,4,
Magic,Olivia Newton-John,52,0.697,0.611,2,-5.997,1,0.0265,0.0178,8.92e-05,0.11,0.603,103.77,audio_features,56BSwBKWHYldQOgYLHiehs,spotify:track:56BSwBKWHYldQOgYLHiehs,https://api.spotify.com/v1/tracks/56BSwBKWHYldQOgYLHiehs,https://api.spotify.com/v1/audio-analysis/56BSwBKWHYldQOgYLHiehs,271667,4,
Rock with You - Single Version,Michael Jackson,76,0.808,0.535,1,-12.521,1,0.0353,0.179,9.91e-05,0.158,0.848,114.031,audio_features,7oOOI85fVQvVnK5ynNMdW7,spotify:track:7oOOI85fVQvVnK5ynNMdW7,https://api.spotify.com/v1/tracks/7oOOI85fVQvVnK5ynNMdW7,https://api.spotify.com/v1/audio-analysis/7oOOI85fVQvVnK5ynNMdW7,220627,4,
"Working My Way Back to You / Forgive Me, Girl",The Spinners,53,0.837,0.703,9,-9.385,0,0.0415,0.415,2.73e-05,0.153,0.914,121.556,audio_features,1wouF9mtyiwZDYiq5YElaq,spotify:track:1wouF9mtyiwZDYiq5YElaq,https://api.spotify.com/v1/tracks/1wouF9mtyiwZDYiq5YElaq,https://api.spotify.com/v1/audio-analysis/1wouF9mtyiwZDYiq5YElaq,245480,4,
Ashes to Ashes - 2017 Remaster,David Bowie,65,0.71,0.743,1,-10.553,1,0.0507,0.273,0.000406,0.258,0.866,120.277,audio_features,37CRPk0L5ZpfPeePEPwE0t,spotify:track:37CRPk0L5ZpfPeePEPwE0t,https://api.spotify.com/v1/tracks/37CRPk0L5ZpfPeePEPwE0t,https://api.spotify.com/v1/audio-analysis/37CRPk0L5ZpfPeePEPwE0t,266160,4,
Little Jeannie,Elton John,55,0.616,0.444,10,-14.224,1,0.0276,0.461,0.000115,0.0847,0.763,143.805,audio_features,19Kf8FxBJ5a1Bb8uKCrIIe,spotify:track:19Kf8FxBJ5a1Bb8uKCrIIe,https://api.spotify.com/v1/tracks/19Kf8FxBJ5a1Bb8uKCrIIe,https://api.spotify.com/v1/audio-analysis/19Kf8FxBJ5a1Bb8uKCrIIe,313187,4,
Sailing,Christopher Cross,72,0.469,0.382,2,-13.203,1,0.0374,0.364,0.00025,0.36,0.178,149.994,audio_features,6Hu6dzwlvoyg3zBUC8k4BK,spotify:track:6Hu6dzwlvoyg3zBUC8k4BK,https://api.spotify.com/v1/tracks/6Hu6dzwlvoyg3zBUC8k4BK,https://api.spotify.com/v1/audio-analysis/6Hu6dzwlvoyg3zBUC8k4BK,256147,4,
Give Me the Night,George Benson,64,0.85,0.466,1,-15.673,1,0.0555,0.314,0.0234,0.129,0.86,109.936,audio_features,62GYoGszQfROZswLee6W3O,spotify:track:62GYoGszQfROZswLee6W3O,https://api.spotify.com/v1/tracks/62GYoGszQfROZswLee6W3O,https://api.spotify.com/v1/audio-analysis/62GYoGszQfROZswLee6W3O,222627,4,
Tired of Toein' the Line,Rocky Burnette,48,0.67,0.773,4,-10.953,0,0.0377,0.677,0.00192,0.309,0.827,120.465,audio_features,3E3K8IXR3o7XOBvaGE2e55,spotify:track:3E3K8IXR3o7XOBvaGE2e55,https://api.spotify.com/v1/tracks/3E3K8IXR3o7XOBvaGE2e55,https://api.spotify.com/v1/audio-analysis/3E3K8IXR3o7XOBvaGE2e55,223373,4,
All Out of Love,Air Supply,69,0.513,0.262,0,-16.875,1,0.0276,0.313,5.51e-06,0.456,0.357,108.383,audio_features,7dQC53NiYOY9gKg3Qsu2Bs,spotify:track:7dQC53NiYOY9gKg3Qsu2Bs,https://api.spotify.com/v1/tracks/7dQC53NiYOY9gKg3Qsu2Bs,https://api.spotify.com/v1/audio-analysis/7dQC53NiYOY9gKg3Qsu2Bs,243000,4,
"Love On The Rocks - From ""The Jazz Singer"" Soundtrack",Neil Diamond,49,0.361,0.193,9,-17.126,0,0.0387,0.889,4.4e-05,0.0879,0.164,64.572,audio_features,6XNGIaXv2xljDcxQ99p65f,spotify:track:6XNGIaXv2xljDcxQ99p65f,https://api.spotify.com/v1/tracks/6XNGIaXv2xljDcxQ99p65f,https://api.spotify.com/v1/audio-analysis/6XNGIaXv2xljDcxQ99p65f,217893,4,
It's Still Rock and Roll to Me,Billy Joel,70,0.752,0.684,0,-7.599,1,0.15,0.0994,0,0.0897,0.539,141.075,audio_features,64UioB4Nmwgn2f4cbIpAkl,spotify:track:64UioB4Nmwgn2f4cbIpAkl,https://api.spotify.com/v1/tracks/64UioB4Nmwgn2f4cbIpAkl,https://api.spotify.com/v1/audio-analysis/64UioB4Nmwgn2f4cbIpAkl,176440,4,
Hungry Heart,Bruce Springsteen,69,0.641,0.894,8,-7.41,1,0.0273,0.0857,0.009,0.157,0.972,109.823,audio_features,1KsI8NEeAna8ZIdojI3FiT,spotify:track:1KsI8NEeAna8ZIdojI3FiT,https://api.spotify.com/v1/tracks/1KsI8NEeAna8ZIdojI3FiT,https://api.spotify.com/v1/audio-analysis/1KsI8NEeAna8ZIdojI3FiT,199453,4,
Sexy Eyes,Dr. Hook,58,0.757,0.662,9,-9.751,0,0.0448,0.305,2.38e-05,0.0391,0.927,102.49,audio_features,3i5lBv18B3RBnzjdxh9oFR,spotify:track:3i5lBv18B3RBnzjdxh9oFR,https://api.spotify.com/v1/tracks/3i5lBv18B3RBnzjdxh9oFR,https://api.spotify.com/v1/audio-analysis/3i5lBv18B3RBnzjdxh9oFR,209133,4,
Everybody's Got To Learn Sometime,The Korgis,39,0.425,0.298,1,-12.037,0,0.0258,0.0154,0.00133,0.0725,0.0929,75.038,audio_features,2PxyiPwogw6C9yu1jRgFiA,spotify:track:2PxyiPwogw6C9yu1jRgFiA,https://api.spotify.com/v1/tracks/2PxyiPwogw6C9yu1jRgFiA,https://api.spotify.com/v1/audio-analysis/2PxyiPwogw6C9yu1jRgFiA,251947,4,
Ladies Night - Single Version,Kool & The Gang,59,0.651,0.777,11,-7.853,1,0.167,0.186,0,0.0474,0.92,111.707,audio_features,3pMeuv4OBarYqVR2bqCPVN,spotify:track:3pMeuv4OBarYqVR2bqCPVN,https://api.spotify.com/v1/tracks/3pMeuv4OBarYqVR2bqCPVN,https://api.spotify.com/v1/audio-analysis/3pMeuv4OBarYqVR2bqCPVN,208733,4,
I Got You,Split Enz,51,0.675,0.494,2,-11.794,1,0.0373,0.0405,6.99e-05,0.0736,0.829,125.736,audio_features,3KOPorZiKeW6gFeIViqMoq,spotify:track:3KOPorZiKeW6gFeIViqMoq,https://api.spotify.com/v1/tracks/3KOPorZiKeW6gFeIViqMoq,https://api.spotify.com/v1/audio-analysis/3KOPorZiKeW6gFeIViqMoq,209467,4,
I Got You,Split Enz,51,0.675,0.494,2,-11.794,1,0.0373,0.0405,6.99e-05,0.0736,0.829,125.736,audio_features,3KOPorZiKeW6gFeIViqMoq,spotify:track:3KOPorZiKeW6gFeIViqMoq,https://api.spotify.com/v1/tracks/3KOPorZiKeW6gFeIViqMoq,https://api.spotify.com/v1/audio-analysis/3KOPorZiKeW6gFeIViqMoq,209467,4,
Never Knew Love Like This Before (Extended Mix),Stephanie Mills,52,0.683,0.774,11,-6.736,1,0.0337,0.483,1.6e-05,0.0673,0.742,113.15,audio_features,1Urr1PLp5Cy0ylztRSJvdB,spotify:track:1Urr1PLp5Cy0ylztRSJvdB,https://api.spotify.com/v1/tracks/1Urr1PLp5Cy0ylztRSJvdB,https://api.spotify.com/v1/audio-analysis/1Urr1PLp5Cy0ylztRSJvdB,328267,4,
Guilty (feat. Barry Gibb),Barbra Streisand & Barry Gibb,66,0.626,0.425,0,-15.656,1,0.0356,0.231,0,0.114,0.952,150.875,audio_features,60mGckXEG1EzR4VmjYLfEW,spotify:track:60mGckXEG1EzR4VmjYLfEW,https://api.spotify.com/v1/tracks/60mGckXEG1EzR4VmjYLfEW,https://api.spotify.com/v1/audio-analysis/60mGckXEG1EzR4VmjYLfEW,264333,4,
The Rose,Bette Midler,67,0.347,0.228,0,-9.667,1,0.0296,0.901,0,0.38,0.184,133.574,audio_features,562JrM9b7jiu8LgzV62x3o,spotify:track:562JrM9b7jiu8LgzV62x3o,https://api.spotify.com/v1/tracks/562JrM9b7jiu8LgzV62x3o,https://api.spotify.com/v1/audio-analysis/562JrM9b7jiu8LgzV62x3o,221373,4,
Turning Japanese - Non Stop Edit,The Vapors,55,0.503,0.908,0,-5.845,1,0.0641,0.0273,7.88e-05,0.396,0.92,179.929,audio_features,1MANhf0nwr6gFwsRJMeDbr,spotify:track:1MANhf0nwr6gFwsRJMeDbr,https://api.spotify.com/v1/tracks/1MANhf0nwr6gFwsRJMeDbr,https://api.spotify.com/v1/audio-analysis/1MANhf0nwr6gFwsRJMeDbr,224107,4,
"Theme From New York, New York",Frank Sinatra,64,0.408,0.414,2,-11.083,1,0.0297,0.282,0,0.153,0.576,107.469,audio_features,3QksrtI9VFCBHWA4rgvcV8,spotify:track:3QksrtI9VFCBHWA4rgvcV8,https://api.spotify.com/v1/tracks/3QksrtI9VFCBHWA4rgvcV8,https://api.spotify.com/v1/audio-analysis/3QksrtI9VFCBHWA4rgvcV8,206067,4,
"Theme From New York, New York",Frank Sinatra,64,0.408,0.414,2,-11.083,1,0.0297,0.282,0,0.153,0.576,107.469,audio_features,3QksrtI9VFCBHWA4rgvcV8,spotify:track:3QksrtI9VFCBHWA4rgvcV8,https://api.spotify.com/v1/tracks/3QksrtI9VFCBHWA4rgvcV8,https://api.spotify.com/v1/audio-analysis/3QksrtI9VFCBHWA4rgvcV8,206067,4,
Love Will Tear Us Apart - 2020 Remaster,Joy Division,70,0.527,0.923,2,-7.458,1,0.0379,0.000541,0.765,0.127,0.899,146.924,audio_features,34iOH7LY3vme5rQxsVILZ4,spotify:track:34iOH7LY3vme5rQxsVILZ4,https://api.spotify.com/v1/tracks/34iOH7LY3vme5rQxsVILZ4,https://api.spotify.com/v1/audio-analysis/34iOH7LY3vme5rQxsVILZ4,208453,4,
Love Will Tear Us Apart - 2020 Remaster,Joy Division,70,0.527,0.923,2,-7.458,1,0.0379,0.000541,0.765,0.127,0.899,146.924,audio_features,34iOH7LY3vme5rQxsVILZ4,spotify:track:34iOH7LY3vme5rQxsVILZ4,https://api.spotify.com/v1/tracks/34iOH7LY3vme5rQxsVILZ4,https://api.spotify.com/v1/audio-analysis/34iOH7LY3vme5rQxsVILZ4,208453,4,
Love Will Tear Us Apart - 2020 Remaster,Joy Division,70,0.527,0.923,2,-7.458,1,0.0379,0.000541,0.765,0.127,0.899,146.924,audio_features,34iOH7LY3vme5rQxsVILZ4,spotify:track:34iOH7LY3vme5rQxsVILZ4,https://api.spotify.com/v1/tracks/34iOH7LY3vme5rQxsVILZ4,https://api.spotify.com/v1/audio-analysis/34iOH7LY3vme5rQxsVILZ4,208453,4,
Johnny And Mary,Robert Palmer,36,0.679,0.53,11,-13.897,0,0.0404,0.0301,0.211,0.03,0.971,152.606,audio_features,6rCHuZHFksNyiW1D9qpOEV,spotify:track:6rCHuZHFksNyiW1D9qpOEV,https://api.spotify.com/v1/tracks/6rCHuZHFksNyiW1D9qpOEV,https://api.spotify.com/v1/audio-analysis/6rCHuZHFksNyiW1D9qpOEV,239640,4,
On The Radio,Donna Summer,61,0.734,0.45,4,-13.92,0,0.035,0.113,1.13e-05,0.296,0.595,127.46,audio_features,41v23mPw4Se92JKUGvnkmW,spotify:track:41v23mPw4Se92JKUGvnkmW,https://api.spotify.com/v1/tracks/41v23mPw4Se92JKUGvnkmW,https://api.spotify.com/v1/audio-analysis/41v23mPw4Se92JKUGvnkmW,241507,4,
